Dataset,project_name,passed_CDHIT_filter,signal_to_noise,EternaScore,GC content,Length,Max. reactivity,Median reactivity,"Target structure, total loops","Target structure, # hairpins","Target structure, # Internal loops","Target structure, # Multiloops",# constructs,Sequence Entropy,Mean_of_package_correlations,Stddev_of_package_correlations,cfold_zscore
Round 01,Cloud Lab 8 - Stellar Crossbow by jmf028,True,9.1388852459,86.7163934426,0.4309790103,86.0,1.7109344262000001,0.3718163934,7.0,2.0,4.0,1.0,61,0.5197666187000001,0.607070964,0.056760684900000004,0.8835209931
Round 03,Cloud Lab 8 - Stellar Crossbow by jmf028,True,5.1207446809,84.9659574468,0.4625173991,86.0,2.0864553191,0.2758914894,7.0,2.0,4.0,1.0,47,0.5197666187000001,0.607070964,0.056760684900000004,0.8835209931
Round 01,Cloud Lab 9 - Final Countdown by Tesla'sDisciple,True,7.7096034483,84.1862068966,0.4751853045,86.0,1.3467724138000001,0.3526534483,7.0,3.0,2.0,2.0,58,0.5125402249000001,0.5775892490000001,0.0436041174,1.0334839462
Round 03,Cloud Lab 9 - Final Countdown by Tesla'sDisciple,True,2.9883076923000003,83.9692307692,0.5125808771,86.0,1.4829230769000001,0.213925641,7.0,3.0,2.0,2.0,39,0.5125402249000001,0.5775892490000001,0.0436041174,1.0334839462
Round 02,Bistable 3 by jnicol,True,1.6068666667,,0.4261682243,86.0,3.54632,0.53032,4.0,2.0,1.0,1.0,15,0.31435824560000003,0.5164872627,0.039410719000000004,-0.9058501006
Round 02,Hair Trigger by space_miser,True,1.8132142857,,0.4105473965,86.0,2.8892071429,0.5793571429000001,4.0,2.0,1.0,1.0,14,0.288784097,0.4508239229,0.046898846300000005,-1.1099674659
Round 02,LabPuz02 by JR,True,2.8594117647,,0.3584387026,86.0,3.3979588235,0.7686764706,3.0,1.0,2.0,0.0,17,0.3501453398,0.5896417816,0.0507590676,1.2139487046
Round 02,Phase II - 1 by ElNando888,True,2.307,,0.4198418404,86.0,2.3986269231,0.4213653846,5.0,2.0,2.0,1.0,26,0.3182383386,0.4635221876,0.0550641383,-0.5067416417
Round 02,Stratospheric by Dennis9600,True,1.8652142857,,0.3991989319,86.0,3.3848000000000003,0.5245928571,5.0,3.0,1.0,1.0,14,0.2888070451,0.4954669431,0.0481705125,0.3737896271
Round 02,Will It Bind? by jmf028,True,2.321,,0.3805073431,86.0,2.2760714286,0.1491,2.0,1.0,1.0,0.0,14,0.2932382927,0.7251693179,0.0403769822,-0.0845177104
Round 03,My Screw-Up Corrected? by SpaceFolder,True,14.6401333333,88.4333333333,0.3221183801,86.0,2.6390333333,0.7786933333,2.2666666667,1.0,1.2666666667,0.0,15,0.41228173430000004,0.39945464820000004,0.029882550900000002,0.8653123530000001
Round 04,1-X bulge testing   by Omei,True,4.94921875,89.6625,0.4751752336,86.0,2.14965625,0.33380625,7.0,1.0,6.0,0.0,32,0.48186837650000003,0.603967656,0.0596565981,-0.5373772136
Round 04,1-X bulge testing by Omei,True,4.818,85.825,0.43808411210000003,86.0,1.9949875,0.35596249999999996,7.0,1.0,6.0,0.0,8,0.4752288797,0.5660612770000001,0.07034975560000001,-0.7349087360000001
Round 04,An Arm and a Leg 1.0 by kcabral28,True,4.4290322581,91.1419354839,0.4112149533,86.0,2.1503677419000002,0.5063967742000001,6.0,2.0,3.0,1.0,31,0.4478445372,0.6428478199000001,0.0314386595,0.3863547793
Round 04,Ball & Chain by Krobar,True,5.1608780488,86.243902439,0.4419876909,86.0,2.0080341463,0.40870243900000003,8.0,1.0,7.0,0.0,41,0.5478299697,0.5276680966,0.0357244626,1.0261444543
Round 04,EzFold by space_miser,True,4.27934375,94.203125,0.41617990650000003,86.0,2.35889375,0.421559375,6.0,2.0,3.0,1.0,32,0.4472260904,0.6364785656,0.0625928608,-0.7745458944
Round 04,Huffman by hotcreek,True,2.4867894737,86.3894736842,0.4751598623,86.0,2.1652236842,0.1947394737,6.0,3.0,2.0,1.0,38,0.5142877625,0.5654336646,0.0335145818,0.3143448789
Round 04,QRNAL0 by Quxwozing,True,4.0455128205,84.5820512821,0.4687275341,86.0,2.1856025641,0.3108076923,7.0,3.0,3.0,1.0,39,0.49186651140000004,0.5718625167,0.053362229500000004,0.8905847484
Round 04,Riboswitch-based by jruaya,True,5.5882666667,89.47,0.45295950160000004,86.0,2.2657,0.3887166667,8.0,3.0,3.0,2.0,30,0.4115945111,0.6186578549,0.050699816,-0.3062905178
Round 04,Simplify by Tesla'sDisciple,True,2.8390952381,94.8261904762,0.4056519804,86.0,2.6352809524,0.2166738095,5.0,2.0,2.0,1.0,42,0.5056260213,0.6961057885,0.0407895943,0.4659893056
Round 04,TEBOWNED mutation - B,True,3.1902,88.44,0.410989011,70.0,2.35574,0.24396,3.0,1.0,2.0,0.0,5,0.1946591221,0.5008392947,0.0303486383,-0.6599083737
Round 04,TEBOWNED mutation - BH,True,5.803,86.08,0.4483516484,70.0,2.2894,0.20778000000000002,4.0,2.0,1.0,1.0,5,0.19153661160000002,0.5094650054000001,0.0543774052,-0.0192667008
Round 04,TEBOWNED mutation - U,True,6.382,94.3333333333,0.39438339440000003,70.0,2.1182222222,0.361,2.0,1.0,1.0,0.0,9,0.2902097187,0.603486865,0.0796368446,-0.049095854
Round 04,Thursday by DHammond,True,6.3203421053,87.4473684211,0.4722085588,86.0,2.0807842105,0.3581921053,9.0,2.0,6.0,1.0,38,0.4456025686,0.5874281084,0.049167999500000004,0.137135127
Round 05,"""Magic"" boosts in 2-2 loops",True,3.101125,,0.4610849057,85.0,1.2468208333,0.1036125,7.0,1.0,6.0,0.0,24,0.44410060770000004,0.5613854887,0.0456471764,0.5400109463
Round 05,"""Magic"" boosts in 2-2 loops ",True,5.57475,,0.4858490566,85.0,1.6898,0.29722499999999996,7.0,1.0,6.0,0.0,4,0.46982550110000004,0.4784368808,0.0323754457,1.2368787809
Round 05,1-1-1-1-1-1 Multiloop,True,5.6467083333,,0.4595125786,85.0,1.8956083333,0.37729375,7.0,5.0,1.0,1.0,24,0.448830771,0.5792032711,0.056270698300000005,0.7368810487
Round 05,2-2 and 3-3 loops,True,1.9708055556000001,,0.4827044025,85.0,1.5400555556,0.1531263889,6.0,2.0,3.0,1.0,36,0.5467553136000001,0.5425887798,0.0454574143,0.6924667354
Round 05,A-U Closing Base Pairs,True,3.5121875,,0.3514150943,85.0,2.0649984375,0.24783125,4.0,2.0,1.0,1.0,64,0.4900222487,0.7170637173000001,0.0451416935,0.7850722066
Round 05,Hex-a-Stripe,True,4.9502285714,,0.5078167116,85.0,1.4934857143,0.26598714290000003,7.0,3.0,2.0,2.0,35,0.47400841320000003,0.5950838789,0.0497545317,0.8461533056
Round 05,"Magic boosts in 2-2 loops revised, thanks starry",True,2.3764848485,,0.46426529450000004,85.0,1.8541939394,0.0783833333,6.0,1.0,5.0,0.0,33,0.5503135569000001,0.5273419764,0.0581054602,0.7521103683
Round 05,Permuted loops,True,5.4936153846,,0.50997151,87.0,3.0252076923,0.2366326923,6.0,1.8846153846,3.3846153846,0.7307692308,26,0.7023955312,0.5241033543,0.0673629641,0.5986822757
Round 05,Probing the 3D motif atlas,True,2.4401428571,,0.5001213808,74.7142857143,1.4555214286,0.0538214286,1.0,1.0,0.0,0.0,14,,0.5559442674,0.0294161275,0.3730478769
Round 05,Quad Loop test,True,1.7091470588000002,,0.4672586016,85.0,1.4753088235,0.0822455882,5.0,3.0,1.0,1.0,34,0.5681057954000001,0.6666984774,0.058271902900000005,0.5361949018000001
Round 05,RNA Bridge,True,0.8612500000000001,,0.5400943396,85.0,1.585975,0.10185000000000001,7.0,2.0,4.0,1.0,4,0.3666761203,0.6228997392,0.017415655000000002,0.4589845006
Round 05,RNA Bridge ,True,1.9820625,,0.47818396230000004,85.0,2.1996375,0.1227609375,7.0,2.0,4.0,1.0,32,0.5379100427,0.7105169296,0.0482688191,0.1260464363
Round 05,RNA Bridge (Updated),True,1.1270333333,,0.4295597484,85.0,1.5744766666999999,0.09207833330000001,5.0,2.0,2.0,1.0,30,0.5575414137,0.6213713943,0.0486979827,0.39556927210000004
Round 05,RNA Bridge (Updated) ,True,1.2217500000000001,,0.5070754717,85.0,5.821,0.112175,5.0,2.0,2.0,1.0,4,0.4633281249,0.6325868828,0.0080792891,-0.0333773511
Round 05,RNA Strength,True,6.4367391304,,0.3679245283,85.0,2.1312608696,0.7075130435,6.0,3.0,2.0,1.0,23,0.4684343367,0.5630141267000001,0.040318102,-0.7671469073
Round 05,Short Stacks,True,6.5527727273,,0.4348198971,85.0,2.1476045455,0.6545954545,6.0,3.0,1.0,2.0,22,0.3827727258,0.6362783259,0.0688235988,-0.057879603200000004
Round 05,Single state - Switch state,True,5.8103461538,,0.4473875181,85.0,1.8487423077,0.3266326923,6.0,3.0,1.0,2.0,26,0.4641000838,0.632102128,0.04571451,0.8550053501
Round 05,Single to Switch try #2,True,3.8432500000000003,,0.4265919811,85.0,3.06818125,0.1626359375,4.0,2.0,1.0,1.0,32,0.5053059204,0.7523819006,0.0403572013,0.4431542767
Round 05,The GAAA loop,True,3.6870606061,,0.4714122356,85.0,1.4611,0.2893984848,7.0,4.0,0.0,3.0,33,0.4217397935,0.6062464605,0.0603221238,0.7536664981000001
Round 05,Tighter Two Stacks for 3-way Multi-Loop testing,True,3.1276666667,,0.47198399090000004,85.0,1.5425212121,0.1952575758,6.0,3.0,1.0,2.0,33,0.505684405,0.6337616508,0.0442439847,0.7752541869
Round 05,Tribute To Satellite Kepler,True,8.7503333333,,0.3977987421,85.0,2.12928,0.8573133333,5.0,2.0,2.0,1.0,30,0.415764026,0.6426869337000001,0.046944533000000004,-0.5066021508
Round 05,Two Stacks - Triloop hairpin variation,True,4.991,,0.4194968553,85.0,2.1638133333,0.48237333330000004,6.0,3.0,1.0,2.0,30,0.41989693980000004,0.5875572818,0.0392970053,-0.0632991605
Round 05,Two stacks,True,3.7131153846,,0.4564586357,85.0,2.0828884615,0.254425,6.0,3.0,1.0,2.0,26,0.47722452940000004,0.5965944353,0.0540698031,0.5217470647
Round 05,Variations on a theme of 1-0 loops and  short stack hairpins,True,4.4895714286,,0.5121293801,85.0,1.5670285714,0.3569535714,10.0,4.0,5.0,1.0,14,0.3700947536,0.5711452706,0.0555764272,0.5710163777
Round 05,Variations on a theme of 1-0 loops and short stack hairpins,True,5.02125,,0.5023584906,85.0,1.30735,0.2513625,10.0,4.0,5.0,1.0,4,0.3966661851,0.4610009015,0.0422511463,0.5332639220000001
Round 05,caulobacter_ncrna_lists,True,0.73675,,0.5689147114,79.5,1.3323749999999999,0.11197499999999999,1.0,1.0,0.0,0.0,4,,0.5644016688,0.010706863700000001,0.3604130547
Round 06,A-U Closing Base Pairs 2,True,4.7290681818,91.7954545455,0.3617247239,86.0,1.9331227273,0.3249909091,4.0,2.0,1.0,1.0,44,0.4135620692,0.7780359491000001,0.0494033612,0.6530934650000001
Round 06,Can We do it in 10? - FMN Switch 2.0,True,5.268,93.6333333333,0.3862928349,86.0,2.3416,0.3107222222,5.0,2.0,2.0,1.0,9,0.3832044437,0.6828998563,0.0641930634,0.18365030170000002
Round 06,Caulobacter ncRNA discovery,True,5.8335666667,90.36,0.5370716511,86.0,2.5954166667000003,0.2338866667,1.0,1.0,0.0,0.0,30,0.6721408089,0.5638519555,0.0416103064,0.700003523
Round 06,Entoplea bizarre tRNA 2D structure mt tRNA-Arg,True,6.978,97.35,0.3595505618,68.0,2.93315,0.25620000000000004,1.0,1.0,0.0,0.0,2,0.0674157303,0.6291667935,0.0401177704,-0.8049744728
Round 06,FMN Switch 2.0 - First State with Locked Bases,True,6.9837619048,86.2857142857,0.37828215400000004,86.0,2.5981,0.5647857143,5.0,2.0,2.0,1.0,21,0.3454175054,0.5989537725,0.0729407261,0.14437188
Round 06,G-U Closing Base Pairs,True,6.8062352941,90.637254902,0.40241891150000003,86.0,2.6988686275,0.4009509804,4.0,2.0,1.0,1.0,51,0.4170115125,0.7335545822,0.06740421020000001,0.7294156105
Round 06,G-U Closing Base Pairs 2,True,6.4361698113,89.2075471698,0.39975313,86.0,2.8887415094,0.4635811321,4.0,2.0,1.0,1.0,53,0.4357788736,0.7170365173000001,0.0590664698,0.7096076158
Round 06,Hammerhead Ribozyme G12A Mutate and Map,True,4.918,82.1,0.5090909091,89.0,4.8236,0.21780000000000002,1.0,1.0,0.0,0.0,1,0.0,0.7664126381,0.016087250600000002,0.0277964593
Round 06,Lonely Base Pair - 1-1: Multiloop ,True,3.6956086957,92.6913043478,0.4079642422,86.0,2.0568913043,0.25914782610000003,5.0,2.0,2.0,1.0,23,0.441649605,0.7073107899000001,0.064574711,0.5209053428
Round 06,Lonely Base Pair - 2-2: Multiloop,True,3.758,92.465,0.38644859810000004,86.0,2.13297,0.3520625,5.0,2.0,2.0,1.0,20,0.4731870004,0.6856641258,0.046817838,0.4383522621
Round 06,Lonely Base Pair - 3-3: Multiloop,True,4.529047619,92.0666666667,0.3716065866,86.0,2.5069714286,0.4865952381,5.0,2.0,2.0,1.0,21,0.4280033466,0.6652845043000001,0.056433838400000005,0.517333178
Round 06,MedLoop V2,True,8.546,98.2,0.41379310340000003,66.0,1.9793,0.294,1.0,1.0,0.0,0.0,2,0.0689655172,0.6811836947000001,0.033589229400000004,-0.45267660270000004
Round 06,Modeled Impossible: 31+ Nucleotide Internal Loops,True,5.2353333333,92.7907407407,0.3926964348,86.0,3.173312963,0.5638555556,3.0,1.0,2.0,0.0,54,0.5427565349,0.6401430283,0.0352692796,-0.37138063460000004
Round 06,Probing for tertiary structure,True,2.609,91.3238095238,0.4650645305,86.0,1.5983690475999999,0.08353214290000001,5.0,3.0,1.0,1.0,42,0.4357525756,0.7378561015,0.042891851700000004,0.6299035104
Round 06,RNA windows pilot project - 16s rRNA (3I1M),True,7.767921875,96.428125,0.474164958,85.71875,2.1388,0.4113171875,1.0,1.0,0.0,0.0,64,,0.5394728984,0.046771978400000004,0.6953929708000001
Round 06,Reversed G-C Multibranch Loop Closing Base Pairs,True,4.7376666667,94.9254901961,0.41304746200000003,86.0,1.8787411765000002,0.20734215690000002,4.0,2.0,1.0,1.0,51,0.46969264180000003,0.7474049009,0.0435590853,0.7696498059
Round 06,Tetraloops and 0-0-0-0 Multiloop Phase 1,True,2.8194814815,92.9407407407,0.46677050880000004,86.0,1.5582222222,0.07902314810000001,5.0,3.0,1.0,1.0,54,0.5384893987,0.7331698281,0.0565473167,0.5521229475
Round 06,Tetraloops and 0-0-0-0 Multiloop Phase 1 Version 2,True,2.8169807692,91.7480769231,0.46351545650000003,86.0,1.6519019231,0.0893884615,5.0,3.0,1.0,1.0,52,0.49618690940000004,0.7206464792,0.044437187600000004,0.6855053321
Round 06,Triloop with multiloop core phase 1,True,3.5416603774,91.9509433962,0.45318286020000004,86.0,2.8479037736,0.11511320750000001,5.0,3.0,1.0,1.0,53,0.48458139,0.7522441107000001,0.0478481259,0.503109539
Round 06,"Two Bulge ""Zigzag"" - Variation 1",True,2.6168181818000003,94.3,0.49362786750000004,86.0,2.8869363636000003,0.1253090909,6.0,1.0,5.0,0.0,11,0.4504516737,0.7101241002,0.0749775276,-0.0382403468
Round 06,"Two Bulge ""Zigzag"" - Variation 3",True,3.0399090909,93.2090909091,0.49362786750000004,86.0,2.6594818182,0.1408,6.0,1.0,5.0,0.0,11,0.4222807355,0.7751219891000001,0.049517608500000004,0.2147201815
Round 06,"Two Bulge ""Zigzag"" - Variation 4",True,2.9178,92.0,0.4794392523,86.0,2.40742,0.12454499999999999,6.0,1.0,5.0,0.0,10,0.4201685157,0.7791981823,0.043544455600000004,0.20426329310000002
Round 07,Chicken leg,True,5.1862758621,91.3586206897,0.4595552691,86.0,2.1211862069,0.21395172410000002,6.0,3.0,2.0,1.0,29,0.4701500222,0.6742491652,0.0619211312,0.6267646455
Round 07,Chicken leg - Splayed,True,4.6861724138,89.7482758621,0.4660006445,86.0,2.0446448276,0.1968793103,6.0,3.0,2.0,1.0,29,0.4947142708,0.6463966184000001,0.062131333500000004,0.4724535052
Round 07,FMN Binding Site Chemical Footprint,True,5.7106818182,92.3636363636,0.4084536958,86.0,2.5145340909,0.2189840909,3.0,1.0,2.0,0.0,44,0.4842435929,0.6645054029,0.046033279,0.9056969944000001
Round 07,Frog leg - Electric,True,4.8477692308,88.3903846154,0.462077642,86.0,1.9677096154,0.2099980769,6.0,3.0,2.0,1.0,52,0.5158270768000001,0.6342908513000001,0.0416107858,1.0045336723
Round 07,"Improving the Nearest Neighbor Energy Model Using EteRNA, Pilot",True,7.7991764706,89.4117647059,0.443627451,51.0,1.5777470588,0.1033176471,2.0,1.0,1.0,0.0,17,0.3789756774,0.6791437583000001,0.0387122907,-0.3215419907
Round 07,Intrinsically unfolded RNA,True,11.0274,98.408,0.3300934579,86.0,2.470972,1.072616,1.0,1.0,0.0,0.0,25,0.5711013061,0.466526861,0.0316639764,1.0108914499
Round 07,MedLoop redux,True,10.508,94.4,0.4423076923,83.0,2.9926,0.2898,2.0,1.0,1.0,0.0,1,0.0,0.7266335456,0.0500825846,-0.865525689
Round 07,Modeled Impossible: 1 Nucleotide Bulge/Triloop Lonely base pair V1,True,3.9091162791,90.8255813953,0.4292545099,86.0,3.4365209302,0.24968372090000002,5.0,2.0,2.0,1.0,43,0.5443358776,0.7556869947,0.0468912962,0.400360822
Round 07,Motor Protein - Step 1,True,3.6354901961,85.337254902,0.4524463991,86.0,2.7173784314000002,0.1816098039,4.0,2.0,1.0,1.0,51,0.5575387822,0.6552076144,0.0707983084,0.6596087101
Round 07,Motor Protein - Step 2,True,4.8837884615,84.7519230769,0.4401509705,86.0,2.3847884615,0.1873634615,4.0,2.0,1.0,1.0,52,0.5542553489,0.6894244513000001,0.0643516567,0.8254157638
Round 07,Motor Protein - Step 3,True,3.0417962963,82.9166666667,0.4589823468,86.0,4.3077685185,0.2308074074,4.0,2.0,1.0,1.0,54,0.5595763836000001,0.6131214329,0.060472862100000004,0.7225222182000001
Round 07,New Frontier,True,11.3591818182,86.4303030303,0.3693004815,86.0,2.9303151515,0.5115878788,2.0,1.0,1.0,0.0,33,0.421400655,0.6568068863000001,0.0318267811,0.6927073853
Round 07,PSTVd probing ,True,7.0163,93.62,0.4663058775,67.9,1.8740999999999999,0.13757,1.0,1.0,0.0,0.0,10,,0.596719371,0.040616601100000004,-0.3217863634
Round 07,Probing the structure of  poly-A loops by mutation,True,8.5718823529,99.0588235294,0.3100604728,86.0,2.5839235294,1.2127647059,2.0,1.0,1.0,0.0,17,0.443282394,0.6328344174,0.0385174311,-0.31841729350000003
Round 07,SARS coronavirus structure test,True,8.3874,86.66,0.4112149533,86.0,1.94778,0.44938000000000006,6.0,2.0,3.0,1.0,5,0.1768509946,0.5614653441,0.020877795,0.8468509835
Round 07,Short Stacks 2,True,8.4606111111,93.6222222222,0.4600207684,86.0,2.8324055556000003,0.66625,7.0,4.0,1.0,2.0,18,0.3106333128,0.623989949,0.0576026798,-0.5874008529
Round 07,ZigZag and ZagZig,True,5.2999268293,88.356097561,0.48347390020000003,86.0,1.9862439024,0.23730975610000002,8.0,2.0,5.0,1.0,41,0.4693422534,0.662380909,0.0565493665,0.6933365111
Round 08,Find Z - Here It Is!,True,3.5515185185,92.0018518519,0.4219453098,86.0,2.7284222222,0.1808916667,4.0,2.0,1.0,1.0,54,0.5575899478,0.7085067783,0.0367758054,0.6056678739
Round 08,Frog leg - Stretched toe,True,3.6643207547000003,86.341509434,0.48016222890000004,86.0,2.1392320755,0.15121792450000002,6.0,3.0,2.0,1.0,53,0.4946004808,0.6203175734,0.0375938547,0.7114380431
Round 08,Frog leg - relaxed,True,3.6089607843,86.7960784314,0.4729704966,86.0,2.207527451,0.1622921569,6.0,3.0,2.0,1.0,51,0.5140581369,0.5827346825,0.0464569312,0.611505364
Round 08,Intersecting stacks 2,True,2.86208,87.58,0.4646728972,86.0,2.380668,0.195092,5.0,3.0,1.0,1.0,25,0.5079233383,0.6557199493,0.0514777923,0.6697616236
Round 08,Is RNA directional 1 of 2,True,6.2809285714,94.0,0.4038718291,86.0,2.2990107143,0.2074785714,5.0,1.0,4.0,0.0,28,0.38731831380000004,0.7393443707,0.0522723141,0.2174259053
Round 08,Location Dependent Chemical Footprints Part 1,True,4.0257777778,84.9088888889,0.4377985462,86.0,1.9558666667,0.23553000000000002,6.0,2.0,3.0,1.0,45,0.40060014450000003,0.519342559,0.028197618,1.0499618439
Round 08,Location Dependent Chemical Footprints Part 3,True,3.6379361702,82.7872340426,0.4396500298,86.0,2.300387234,0.2533882979,6.0,2.0,3.0,1.0,47,0.3960801604,0.4977222308,0.022595296100000002,0.5867325658
Round 08,Location Dependent Chemical Footprints Part 4,True,3.9401923077000003,88.2,0.4342199856,86.0,2.0765807692,0.1874884615,5.0,2.0,2.0,1.0,26,0.4258870884,0.6111858125,0.0472633713,0.5922054521
Round 08,Location Dependent Chemical Footprints Part 5,True,3.1676785714,85.1964285714,0.43958611480000004,86.0,2.3845392857,0.16889821430000002,5.0,2.0,2.0,1.0,28,0.4537957604,0.5743134371,0.0466474776,0.4524352471
Round 08,Location Dependent Chemical Footprints Part 6,True,2.9177307692000003,87.85,0.4439252336,86.0,2.4389692308,0.1773173077,5.0,2.0,2.0,1.0,26,0.46153869100000006,0.6074234285,0.0379809709,0.3641748575
Round 08,Modeled Impossible: 1 Nucleotide Bulge/Triloop Lonely base pair V2,True,2.86956,88.632,0.4500934579,86.0,2.97038,0.126386,5.0,2.0,2.0,1.0,25,0.5104021555,0.7053469087,0.0348314521,0.3240300963
Round 08,Semicircle - 2 bends,True,2.0799642857,84.9035714286,0.42523364490000004,86.0,2.2434678571,0.09784642860000001,4.0,1.0,3.0,0.0,28,0.585068202,0.6186151131000001,0.0220750644,0.238438053
Round 08,Semicircle - 5 bends ,True,2.6343333333,85.1272727273,0.47012177850000003,86.0,2.3075606061,0.0930681818,7.0,1.0,6.0,0.0,33,0.5409064015,0.63624082,0.0462599199,0.5108305117
Round 08,Teeny tRNA,True,7.4909333333,93.8733333333,0.48411214950000003,86.0,2.6804,0.2180466667,5.0,3.0,1.0,1.0,15,0.322591974,0.6506751671000001,0.0749359009,0.0014029895
Round 08,Testing 3D structure prediction of G/G mismatches (boosts!),True,6.682,81.375,0.4884615385,109.0,1.9958,0.29345000000000004,9.0,4.0,4.0,1.0,4,0.1941931731,0.3885107411,0.06250492690000001,1.7929230243
Round 08,Testing for crazy conformations of tandem G/A and A/G pairs,True,3.53025,78.825,0.5653846154000001,109.0,2.6763,0.2832125,9.0,4.0,4.0,1.0,4,0.20188548080000002,0.2668321745,0.0782141788,1.7937952495
Round 08,TinkerToy Retread,True,6.2507692308,88.7153846154,0.5032350827000001,86.0,2.0239153846,0.1114346154,5.0,3.0,1.0,1.0,13,0.2471613647,0.7599760563,0.0321560985,1.0106268764
Round 08,"Two Bulge ""Zigzag"" - Both Conformations",True,3.1491666667000002,91.8766666667,0.4763239875,86.0,2.3979566667,0.11250333330000001,6.0,1.0,5.0,0.0,30,0.5211697845000001,0.7167891426,0.055496458500000005,-0.0110318898
Round 08,"Two Bulge ""Zigzag"" - Variation 2",True,3.6339090909,92.3636363636,0.4834324554,86.0,2.3411,0.09607727270000001,6.0,1.0,5.0,0.0,11,0.4604541593,0.710396694,0.0380294321,-0.272761207
Round 09,Adding some sweet tetraloops,True,1.6687567568000001,93.5135135135,0.496590048,86.0,4.1277378378,0.0526405405,5.0,3.0,1.0,1.0,37,0.346976787,0.7042458291,0.0644470771,0.2655252093
Round 09,Codon riboswitch [repeat of tryptophan],True,4.521,94.7,0.4831460674,68.0,3.8259,0.1213,4.0,2.0,1.0,1.0,1,0.0,0.7453401451,0.026930722,-0.6644708732
Round 09,Could Curves Survive?,True,3.3664736842,78.6657894737,0.4808165273,86.0,4.4991657895,0.5234947368,10.0,1.0,9.0,0.0,38,0.4910476112,0.4246089719,0.0580707468,1.5307991072
Round 09,Dimer A,True,2.19,83.7481481481,0.3999653859,86.0,3.750012963,0.3097759259,4.0,2.0,1.0,1.0,54,0.4324297253,0.49063087590000004,0.047475735500000005,0.7245260211
Round 09,Dimer B,True,2.4314,87.4163636364,0.3969413764,86.0,3.0399636364,0.3105236364,4.0,2.0,1.0,1.0,55,0.4262511909,0.52662913,0.0256236652,1.2213997475
Round 09,EteRNA R43 the Backwards C,True,2.0082,85.44,0.46475409840000004,101.0,5.41674,0.6609400000000001,8.0,2.0,5.0,1.0,10,0.3754277949,0.4718614658,0.0626558686,1.1330043593
Round 09,EteRNA R45-46 FMN Aptamer with Single Binding Site,True,2.3719642857,91.5678571429,0.4775747508,108.0,3.5867678571,0.1231964286,6.0,3.0,2.0,1.0,28,0.5331100399,0.5423434098000001,0.032536889,0.1910161916
Round 09,Five Adjacent Stem Multibranch Loop,True,1.1358444444,79.6644444444,0.4523076923,109.0,5.5599888888999995,0.2753644444,7.0,4.0,2.0,1.0,45,0.598620884,0.4505773041,0.043811133200000005,1.0147518106
Round 09,Intersecting stacks investigation,True,1.3053636364,92.1909090909,0.45157179270000003,86.0,4.0523090909,0.1405636364,5.0,3.0,1.0,1.0,22,0.500957353,0.6703621888,0.0460541461,0.4226066331
Round 09,Is RNA directional 2 of 2,True,2.235483871,94.4548387097,0.38076575220000003,86.0,3.7319064516,0.1999322581,5.0,1.0,4.0,0.0,31,0.42364918960000003,0.7490758708,0.0369295739,0.0402111538
Round 09,Location Dependent Chemical Footprints Part 2,True,1.6285423729000001,86.6728813559,0.4299065421,86.0,3.2524372881,0.23612372880000002,6.0,2.0,3.0,1.0,59,0.42172920420000004,0.5295742419,0.046374109100000005,0.8211809599000001
Round 09,MedLoop resurrected,True,4.652,87.5,0.4230769231,83.0,4.7092,0.23450000000000001,1.0,1.0,0.0,0.0,1,0.0,0.6448308322,0.03912132,-0.3991987181
Round 09,New Frontier 2,True,1.8203846154,83.7076923077,0.4336538462,99.0,4.9600846154,0.4015,5.0,2.0,2.0,1.0,26,0.40781869460000003,0.5639596292,0.028816107400000002,0.9874006150000001
Round 09,Palindromes part one,True,0.5112424242,81.3272727273,0.39733786460000003,86.0,15.6141666667,0.0450666667,2.0,1.0,1.0,0.0,33,0.646367694,0.372831244,0.0505836481,0.3692015415
Round 09,Relaxed multiloop 2,True,1.611125,94.253125,0.4009929907,86.0,3.90713125,0.32635625,4.0,2.0,1.0,1.0,32,0.47456739270000003,0.6332167683000001,0.054399717900000005,0.6910070772
Round 09,Repeat hairpins v1,True,3.5431,91.94,0.4000931813,88.8,4.32632,0.31704000000000004,1.0,1.0,0.0,0.0,10,,0.6347403737,0.0629295559,0.1702466535
Round 09,Reproducibility Lab 1,True,1.5109374999999998,76.334375,0.4224643082,84.09375,4.4896593750000005,0.17425937500000002,1.0,1.0,0.0,0.0,32,,0.5651973176,0.0315185096,0.121193804
Round 09,Robot serial killer 1 - Lab killer too?,True,1.4523870967999999,87.8258064516,0.46246608380000004,86.0,3.1889870968,0.2152,6.0,3.0,1.0,2.0,31,0.4630482074,0.5650760284,0.0428534886,0.9370061548
Round 09,Robot serial killer 2 - Lab killer too?,True,1.3282413793,87.8655172414,0.4485981308,86.0,3.5187206897000003,0.2523793103,6.0,3.0,1.0,2.0,29,0.4588971365,0.5566452919,0.0624362074,0.8318542811
Round 09,Semicircle -  4 bends,True,0.8988620690000001,85.8827586207,0.4344183049,86.0,3.8193310345,0.0465896552,6.0,1.0,5.0,0.0,29,0.5709568443,0.6313253162,0.038806602,0.2459489498
Round 09,Semicircle - 3 bends ,True,0.5277857143,81.6071428571,0.4305740988,86.0,3.9813071429,0.0130607143,5.0,1.0,4.0,0.0,28,0.5819200315,0.5799503515000001,0.036556419,0.31861601640000003
