SSTRAND_ID,TYPE,EXT_SOURCE,EXT_ID,ORGANISM,contrafold_2 Sens,vienna_2 Sens,contrafold_2 PPV,vienna_2 PPV,contrafold_2 F-score,vienna_2 F-score,eternafold_A Sens,eternafold_B Sens,eternafold_C Sens,eternafold_D Sens,eternafold_E Sens,eternafold_F Sens,eternafold_G Sens,eternafold_A PPV,eternafold_B PPV,eternafold_C PPV,eternafold_D PPV,eternafold_E PPV,eternafold_F PPV,eternafold_G PPV,eternafold_A F-score,eternafold_B F-score,eternafold_C F-score,eternafold_D F-score,eternafold_E F-score,eternafold_F F-score,eternafold_G F-score
CRW_00078,16S Ribosomal RNA,Gutell Lab CRW,U37342,Burkholderia sp.,0.705882,0.264706,0.727273,0.246575,0.716498,0.25548,0.676471,0.470588,0.661765,0.676471,0.573529,0.448529,0.610294,0.605263,0.457143,0.580645,0.601307,0.569343,0.388535,0.597122,0.639877,0.463817,0.619879,0.637783,0.571432,0.417456,0.603672
CRW_00079,16S Ribosomal RNA,Gutell Lab CRW,L37593,Clostridium botulinum type f,0.90625,0.416667,0.87,0.40404,0.88794,0.410305,0.875,0.875,0.916667,0.895833,0.875,0.28125,0.78125,0.831683,0.831683,0.862745,0.843137,0.831683,0.287234,0.757576,0.853067,0.853067,0.889297,0.869086,0.853067,0.284226,0.769322
CRW_00082,16S Ribosomal RNA,Gutell Lab CRW,X84248,Corynebacterium diphtheriae,0.608392,0.426573,0.557692,0.365269,0.582491,0.394733,0.692308,0.734266,0.734266,0.741259,0.755245,0.496503,0.664336,0.630573,0.652174,0.644172,0.646341,0.654545,0.420118,0.58642,0.66072,0.692004,0.687745,0.692175,0.703094,0.456716,0.624163
CRW_00082,16S Ribosomal RNA,Gutell Lab CRW,X84248,Corynebacterium diphtheriae,0.75,0.416667,0.9,0.625,0.821584,0.510311,0.833333,0.833333,0.916667,0.916667,0.916667,0.833333,0.916667,0.909091,0.909091,0.916667,0.916667,0.916667,1,0.916667,0.870388,0.870388,0.916667,0.916667,0.916667,0.912871,0.916667
CRW_00082,16S Ribosomal RNA,Gutell Lab CRW,X84248,Corynebacterium diphtheriae,0.444444,0.444444,1,1,0.666666,0.666666,0.444444,0.444444,0.666667,0.666667,0.666667,0.111111,0.444444,1,1,1,1,1,0.25,1,0.666666,0.666666,0.816497,0.816497,0.816497,0.166667,0.666666
CRW_00083,16S Ribosomal RNA,Gutell Lab CRW,M59291,Citrobacter freundii,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.916667,0.666667,0.727273,0.727273,0.727273,0.727273,0.727273,1,0.666667,0.696311,0.696311,0.696311,0.696311,0.696311,0.957427,0.666667
CRW_00083,16S Ribosomal RNA,Gutell Lab CRW,M59291,Citrobacter freundii,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
CRW_00083,16S Ribosomal RNA,Gutell Lab CRW,M59291,Citrobacter freundii,0.266667,0.266667,0.222222,0.222222,0.243432,0.243432,0.266667,0.266667,0.266667,0.266667,0.266667,0.733333,0.266667,0.222222,0.222222,0.222222,0.222222,0.222222,0.733333,0.222222,0.243432,0.243432,0.243432,0.243432,0.243432,0.733333,0.243432
CRW_00083,16S Ribosomal RNA,Gutell Lab CRW,M59291,Citrobacter freundii,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
CRW_00084,16S Ribosomal RNA,Gutell Lab CRW,M23732,Clostridium innocuum,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CRW_00086,16S Ribosomal RNA,Gutell Lab CRW,Z29326,Campylobacter jejuni,0.768707,0.734694,0.719745,0.692308,0.743823,0.713186,0.843537,0.795918,0.863946,0.843537,0.836735,0.517007,0.768707,0.733728,0.704819,0.779141,0.742515,0.754601,0.449704,0.676647,0.786719,0.748985,0.820449,0.791416,0.794607,0.482183,0.72121
CRW_00086,16S Ribosomal RNA,Gutell Lab CRW,Z29326,Campylobacter jejuni,0.9375,0.6875,0.9375,0.785714,0.9375,0.734968,0.6875,0.71875,0.90625,0.6875,0.90625,0.09375,0.65625,0.6875,0.69697,0.966667,0.6875,0.935484,0.1,0.636364,0.6875,0.707776,0.935971,0.6875,0.920751,0.0968246,0.646231
CRW_00086,16S Ribosomal RNA,Gutell Lab CRW,Z29326,Campylobacter jejuni,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CRW_00087,16S Ribosomal RNA,Gutell Lab CRW,X87222,Chromohalobacter marismortui,0.842105,0.757895,0.792079,0.705882,0.816709,0.731426,0.852632,0.852632,0.852632,0.852632,0.821053,0.263158,0.852632,0.778846,0.771429,0.764151,0.771429,0.742857,0.231481,0.757009,0.814904,0.811015,0.80718,0.811015,0.780977,0.246812,0.803399
CRW_00089,16S Ribosomal RNA,Gutell Lab CRW,M69264,Clostridium perfringens,0.90625,0.864583,0.887755,0.805825,0.896955,0.834687,0.885417,0.75,0.895833,0.885417,0.90625,0.302083,0.770833,0.825243,0.742268,0.843137,0.825243,0.861386,0.325843,0.778947,0.854801,0.746124,0.869086,0.854801,0.883533,0.313738,0.774879
CRW_00093,16S Ribosomal RNA,Gutell Lab CRW,AP002548,Chlamydophila pneumoniae J138,0.623188,0.492754,0.577181,0.465753,0.599744,0.479063,0.65942,0.586957,0.688406,0.724638,0.818841,0.376812,0.572464,0.590909,0.536424,0.608974,0.653595,0.753333,0.320988,0.503185,0.624225,0.561122,0.647473,0.6882,0.785404,0.347782,0.536708
> CRW_00096,16S Ribosomal RNA,Gutell Lab CRW,M11224,Comamonas testosteroni,0.34,0.4,0.331169,0.444444,0.335555,0.421637,0.4,0.373333,0.386667,0.4,0.366667,0.433333,0.366667,0.363636,0.339394,0.337209,0.363636,0.350318,0.398773,0.331325,0.381385,0.355959,0.361092,0.381385,0.358399,0.415694,0.348548
CRW_00097,16S Ribosomal RNA,Gutell Lab CRW,X74770,Clostridium tetani,0.641892,0.459459,0.582822,0.468966,0.611644,0.464188,0.547297,0.567568,0.675676,0.554054,0.655405,0.506757,0.581081,0.496933,0.518519,0.595238,0.493976,0.573964,0.433526,0.52439,0.521507,0.542489,0.634183,0.523153,0.613334,0.468713,0.552008
CRW_00098,16S Ribosomal RNA,Gutell Lab CRW,AE001345,Chlamydia trachomatis D/UW-3/CX,0.707006,0.503185,0.645349,0.481707,0.675474,0.492329,0.66879,0.66879,0.757962,0.694268,0.681529,0.318471,0.66879,0.610465,0.614035,0.657459,0.619318,0.625731,0.299401,0.6,0.638962,0.640828,0.705924,0.655723,0.653034,0.308789,0.633462
CRW_00098,16S Ribosomal RNA,Gutell Lab CRW,AE001345,Chlamydia trachomatis D/UW-3/CX,0.84375,0.677083,0.81,0.637255,0.826703,0.656867,0.791667,0.791667,0.875,0.84375,0.854167,0.40625,0.708333,0.737864,0.737864,0.8,0.75,0.766355,0.438202,0.647619,0.764292,0.764292,0.83666,0.795495,0.809071,0.421924,0.677296
> CRW_00099,16S Ribosomal RNA,Gutell Lab CRW,U68443,Chlamydia trachomatis L2/434/BU,0.74026,0.519481,0.674556,0.490798,0.706645,0.504936,0.545455,0.532468,0.772727,0.727273,0.577922,0.363636,0.506494,0.515337,0.482353,0.69186,0.64,0.539394,0.356688,0.45614,0.530182,0.506791,0.731176,0.682242,0.558326,0.360145,0.480658
> CRW_00100,16S Ribosomal RNA,Gutell Lab CRW,M62791,Chlorobium vibrioforme,0.737931,0.6,0.690323,0.540373,0.71373,0.569407,0.675862,0.544828,0.57931,0.558621,0.551724,0.303448,0.675862,0.628205,0.51634,0.531646,0.515924,0.509554,0.258824,0.6125,0.651598,0.530393,0.554967,0.536848,0.53022,0.280249,0.643401
> CRW_00103,16S Ribosomal RNA,Gutell Lab CRW,M34113,Desulfovibrio desulfuricans,0.618421,0.486842,0.594937,0.440476,0.606565,0.463079,0.592105,0.578947,0.664474,0.605263,0.736842,0.375,0.578947,0.54878,0.533333,0.597633,0.557576,0.654971,0.313187,0.526946,0.570031,0.555672,0.630168,0.58093,0.694701,0.342703,0.552335
CRW_00105,16S Ribosomal RNA,Gutell Lab CRW,M21413,Deinococcus radiodurans,0.9,0.466667,0.84375,0.482759,0.871421,0.474645,0.466667,0.4,0.9,0.466667,0.7,0,0.366667,0.4,0.352941,0.9,0.4,0.617647,0,0.314286,0.43205,0.375734,0.9,0.43205,0.657535,0,0.339468
CRW_00108,16S Ribosomal RNA,Gutell Lab CRW,Z36272,Eubacterium brachy,0.475862,0.765517,0.469388,0.707006,0.472614,0.73568,0.793103,0.77931,0.841379,0.786207,0.655172,0.531034,0.744828,0.72327,0.724359,0.7625,0.726115,0.620915,0.5,0.696774,0.757382,0.751332,0.800969,0.755564,0.637814,0.515283,0.7204
CRW_00113,16S Ribosomal RNA,Gutell Lab CRW,Y18293,Enterococcus faecalis,0.764706,0.683824,0.722222,0.678832,0.74316,0.681323,0.727941,0.669118,0.830882,0.735294,0.735294,0.433824,0.661765,0.642857,0.602649,0.748344,0.653595,0.657895,0.393333,0.596026,0.684077,0.635014,0.788534,0.693242,0.695519,0.413083,0.628036
CRW_00115,16S Ribosomal RNA,Gutell Lab CRW,M23728,Erysipelothrix rhusiopathiae (alpha-P15),0.666667,0.666667,0.5,0.571429,0.57735,0.617214,0.666667,0.666667,0.666667,0.666667,0.666667,0,0.666667,0.5,0.5,0.5,0.5,0.5,0,0.5,0.57735,0.57735,0.57735,0.57735,0.57735,0,0.57735
CRW_00116,16S Ribosomal RNA,Gutell Lab CRW,AF015259,Edwardsiella tarda,0.852459,0.901639,0.83871,0.901639,0.845557,0.901639,0.754098,0.885246,0.934426,0.786885,0.819672,0.491803,0.737705,0.707692,0.84375,0.863636,0.727273,0.806452,0.441176,0.692308,0.730527,0.864249,0.898334,0.756492,0.813035,0.465802,0.714646
CRW_00116,16S Ribosomal RNA,Gutell Lab CRW,AF015259,Edwardsiella tarda,1,1,0.8,0.666667,0.894427,0.816497,1,1,1,1,1,1,1,0.8,0.666667,0.8,0.8,0.571429,0.571429,0.8,0.894427,0.816497,0.894427,0.894427,0.755929,0.755929,0.894427
CRW_00116,16S Ribosomal RNA,Gutell Lab CRW,AF015259,Edwardsiella tarda,0.895833,0.760417,0.811321,0.701923,0.85253,0.730585,0.854167,0.854167,0.885417,0.833333,0.895833,0.4375,0.6875,0.766355,0.766355,0.794393,0.727273,0.788991,0.407767,0.616822,0.809071,0.809071,0.838671,0.778499,0.840716,0.422372,0.651203
CRW_00116,16S Ribosomal RNA,Gutell Lab CRW,AF015259,Edwardsiella tarda,0.673913,0.565217,0.659574,0.549296,0.666705,0.5572,0.688406,0.673913,0.710145,0.65942,0.644928,0.376812,0.623188,0.629139,0.611842,0.653333,0.572327,0.570513,0.327044,0.589041,0.658106,0.642128,0.681147,0.614332,0.60658,0.351047,0.605874
CRW_00118,16S Ribosomal RNA,Gutell Lab CRW,X74408,Fusobacterium necrophorum,0.5,0,1,1,0.707107,0,1,0.5,1,1,0.75,0,0.5,0.571429,1,0.8,0.571429,1,0,0.4,0.755929,0.707107,0.894427,0.755929,0.866025,0,0.447214
CRW_00118,16S Ribosomal RNA,Gutell Lab CRW,X74408,Fusobacterium necrophorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRW_00119,16S Ribosomal RNA,Gutell Lab CRW,M58683,Fusobacterium nucleatum subsp. nucleatum,0.629213,0.752809,0.615385,0.712766,0.622261,0.732514,0.853933,0.853933,0.831461,0.865169,0.674157,0.483146,0.595506,0.791667,0.8,0.732673,0.785714,0.612245,0.457447,0.56383,0.822211,0.826527,0.780506,0.824485,0.642456,0.470121,0.579452
CRW_00119,16S Ribosomal RNA,Gutell Lab CRW,M58683,Fusobacterium nucleatum subsp. nucleatum,1,1,0.764706,0.764706,0.874475,0.874475,1,1,1,1,1,0.769231,1,0.764706,0.764706,0.764706,0.764706,0.764706,0.666667,0.764706,0.874475,0.874475,0.874475,0.874475,0.874475,0.716115,0.874475
CRW_00122,16S Ribosomal RNA,Gutell Lab CRW,X75617,Gluconacetobacter liquefaciens,0.674074,0.762963,0.598684,0.686667,0.635262,0.72381,0.785185,0.785185,0.851852,0.851852,0.762963,0.422222,0.785185,0.658385,0.658385,0.714286,0.709877,0.635802,0.339286,0.650307,0.718995,0.718995,0.780042,0.777631,0.696486,0.378489,0.714571
CRW_00123,16S Ribosomal RNA,Gutell Lab CRW,X56305,Gemmata obscuriglobus,0.466667,0.637037,0.42,0.581081,0.442719,0.608416,0.6,0.57037,0.62963,0.614815,0.592593,0.466667,0.555556,0.50625,0.48125,0.524691,0.515528,0.493827,0.366279,0.460123,0.551135,0.523918,0.574771,0.562987,0.540961,0.413437,0.505593
CRW_00123,16S Ribosomal RNA,Gutell Lab CRW,X56305,Gemmata obscuriglobus,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CRW_00126,16S Ribosomal RNA,Gutell Lab CRW,X77215,Holophaga foetida,0.777027,0.452703,0.737179,0.401198,0.756841,0.426173,0.716216,0.831081,0.871622,0.763514,0.777027,0.290541,0.533784,0.666667,0.763975,0.781818,0.70625,0.705521,0.257485,0.484663,0.690998,0.796822,0.8255,0.734324,0.740411,0.273514,0.508631
CRW_00127,16S Ribosomal RNA,Gutell Lab CRW,L04942,Halomonas halodenitrificans,0.816176,0.316176,0.770833,0.296552,0.793181,0.306207,0.838235,0.808824,0.882353,0.852941,0.816176,0.338235,0.772059,0.765101,0.753425,0.794702,0.763158,0.730263,0.280488,0.714286,0.800834,0.780633,0.837381,0.806802,0.772025,0.308011,0.742611
CRW_00128,16S Ribosomal RNA,Gutell Lab CRW,M35019,Haemophilus influenzae,0.504673,0.551402,0.461538,0.517544,0.482624,0.534205,0.542056,0.551402,0.504673,0.551402,0.551402,0.271028,0.392523,0.467742,0.475806,0.45,0.468254,0.483607,0.224806,0.352941,0.50353,0.512211,0.476553,0.50813,0.516393,0.246837,0.372206
> CRW_00129,16S Ribosomal RNA,Gutell Lab CRW,U32741 U32744 U32755 U32847 U32697 U32708,Haemophilus influenzae (operons A-F),0.780645,0.709677,0.720238,0.670732,0.749833,0.68993,0.8,0.787097,0.819355,0.825806,0.735484,0.535484,0.780645,0.725146,0.721893,0.721591,0.719101,0.655172,0.515528,0.6875,0.761654,0.75379,0.768921,0.770609,0.694168,0.525411,0.732594
> CRW_00129,16S Ribosomal RNA,Gutell Lab CRW,U32741 U32744 U32755 U32847 U32697 U32708,Haemophilus influenzae (operons A-F),0.769737,0.618421,0.73125,0.573171,0.750247,0.595366,0.730263,0.723684,0.769737,0.756579,0.756579,0.269737,0.493421,0.680982,0.674847,0.696429,0.688623,0.727848,0.254658,0.446429,0.705192,0.698839,0.732166,0.721802,0.742074,0.262089,0.469337
CRW_00132,16S Ribosomal RNA,Gutell Lab CRW,X87976,Haemophilus influenzae,1,1,0.9375,1,0.968246,1,1,1,1,1,1,0.6,1,0.9375,0.9375,0.9375,0.9375,0.9375,0.529412,0.9375,0.968246,0.968246,0.968246,0.968246,0.968246,0.563602,0.968246
CRW_00133,16S Ribosomal RNA,Gutell Lab CRW,AE000620,Helicobacter pylori 26695,0.732394,0.746479,0.66242,0.706667,0.696529,0.7263,0.830986,0.774648,0.767606,0.859155,0.788732,0.5,0.78169,0.742138,0.709677,0.689873,0.757764,0.691358,0.430303,0.69375,0.785306,0.741451,0.727702,0.806868,0.738442,0.463844,0.736408
CRW_00133,16S Ribosomal RNA,Gutell Lab CRW,AE000620,Helicobacter pylori 26695,0.8,0,1,0,0.894427,0,0.6,0.6,0.8,0.6,0.4,0,0.4,1,1,1,1,1,0,1,0.774597,0.774597,0.894427,0.774597,0.632456,0,0.632456
CRW_00134,16S Ribosomal RNA,Gutell Lab CRW,AE001534 AE001535,Helicobacter pylori J99,0.576642,0.40146,0.556338,0.354839,0.566399,0.37743,0.576642,0.518248,0.715328,0.576642,0.664234,0.306569,0.525547,0.503185,0.455128,0.628205,0.5,0.602649,0.278146,0.496552,0.538663,0.485664,0.670353,0.536955,0.632693,0.292012,0.510844
CRW_00136,16S Ribosomal RNA,Gutell Lab CRW,X64372,Isosphaera pallida,1,0,1,0,1,0,1,1,1,1,1,0,0.8,1,1,1,1,1,0,0.8,1,1,1,1,1,0,0.8
CRW_00136,16S Ribosomal RNA,Gutell Lab CRW,X64372,Isosphaera pallida,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.777778,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.777778,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.777778
CRW_00136,16S Ribosomal RNA,Gutell Lab CRW,X64372,Isosphaera pallida,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CRW_00138,16S Ribosomal RNA,Gutell Lab CRW,M58802,Lactobacillus acidophilus,0.766667,0.833333,0.707692,0.793651,0.73659,0.81325,0.766667,0.783333,0.783333,0.783333,0.916667,0.133333,0.766667,0.71875,0.723077,0.723077,0.734375,0.859375,0.153846,0.707692,0.742322,0.752602,0.752602,0.758459,0.887559,0.143223,0.73659
CRW_00138,16S Ribosomal RNA,Gutell Lab CRW,M58802,Lactobacillus acidophilus,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CRW_00139,16S Ribosomal RNA,Gutell Lab CRW,M88719,Leptonema illini,0.559441,0.839161,0.506329,0.784314,0.532223,0.811274,0.559441,0.601399,0.664336,0.594406,0.531469,0.328671,0.58042,0.526316,0.569536,0.601266,0.551948,0.469136,0.286585,0.553333,0.542626,0.585251,0.632015,0.572784,0.499331,0.306907,0.566715
CRW_00139,16S Ribosomal RNA,Gutell Lab CRW,M88719,Leptonema illini,0.882979,0.691489,0.783019,0.684211,0.831498,0.68784,0.925532,0.914894,0.904255,0.914894,0.904255,0.340426,0.925532,0.813084,0.803738,0.801887,0.803738,0.809524,0.31068,0.820755,0.867488,0.857517,0.851534,0.857517,0.855579,0.325213,0.87157
CRW_00142,16S Ribosomal RNA,Gutell Lab CRW,M58822,Listeria monocytogenes,1,0.833333,1,1,1,0.912871,1,1,1,1,1,1,1,1,1,1,1,0.857143,0.857143,1,1,1,1,1,0.92582,0.92582,1
CRW_00143,16S Ribosomal RNA,Gutell Lab CRW,M59157,Legionella pneumophila,1,1,0.823529,0.823529,0.907485,0.907485,1,1,1,1,1,0.785714,1,0.823529,0.823529,0.823529,0.823529,0.823529,0.647059,0.823529,0.907485,0.907485,0.907485,0.907485,0.907485,0.713024,0.907485
CRW_00143,16S Ribosomal RNA,Gutell Lab CRW,M59157,Legionella pneumophila,0.610526,0.557895,0.591837,0.53,0.601109,0.543769,0.652632,0.610526,0.905263,0.652632,0.6,0.442105,0.642105,0.626263,0.585859,0.843137,0.626263,0.57,0.488372,0.622449,0.639312,0.598065,0.873648,0.639312,0.584808,0.464663,0.632201
CRW_00144,16S Ribosomal RNA,Gutell Lab CRW,X73402,Legionella pneumophila,0.541935,0.509677,0.545455,0.49375,0.543692,0.50165,0.593548,0.593548,0.593548,0.580645,0.535484,0.4,0.6,0.567901,0.567901,0.571429,0.555556,0.5,0.373494,0.570552,0.580583,0.580583,0.582383,0.567962,0.517438,0.38652,0.585091
CRW_00145,16S Ribosomal RNA,Gutell Lab CRW,M79383,Leptospirillum sp. DSM2391,0.858696,0.782609,0.831579,0.742268,0.845029,0.762172,0.891304,0.880435,0.880435,0.891304,0.891304,0.51087,0.858696,0.82,0.81,0.818182,0.82,0.828283,0.522222,0.822917,0.854909,0.844483,0.848738,0.854909,0.859216,0.516515,0.840616
CRW_00145,16S Ribosomal RNA,Gutell Lab CRW,M79383,Leptospirillum sp. DSM2391,0.478261,0.391304,0.417722,0.355263,0.446968,0.372848,0.594203,0.565217,0.84058,0.594203,0.42029,0.275362,0.594203,0.493976,0.46988,0.716049,0.493976,0.376623,0.223529,0.493976,0.541777,0.515349,0.77582,0.541777,0.397858,0.248096,0.541777
CRW_00145,16S Ribosomal RNA,Gutell Lab CRW,M79383,Leptospirillum sp. DSM2391,0.857143,0.761905,0.782609,0.727273,0.819029,0.744388,0.761905,0.857143,0.857143,0.857143,0.857143,0.619048,0.714286,0.695652,0.782609,0.782609,0.782609,0.782609,0.565217,0.625,0.728025,0.819029,0.819029,0.819029,0.819029,0.59152,0.668153
CRW_00147,16S Ribosomal RNA,Gutell Lab CRW,X52918,Mycobacterium avium,0.78,0.46,0.795918,0.46,0.787919,0.46,0.8,0.8,0.74,0.8,0.74,0.28,0.8,0.769231,0.769231,0.72549,0.769231,0.698113,0.269231,0.754717,0.784465,0.784465,0.732709,0.784465,0.718751,0.274563,0.777029
CRW_00148,16S Ribosomal RNA,Gutell Lab CRW,X00921,Mycoplasma capricolum,0.6875,0.6875,0.733333,0.758621,0.710047,0.722186,0.59375,0.59375,0.78125,0.65625,0.3125,0,0.53125,0.612903,0.612903,0.806452,0.65625,0.322581,0,0.548387,0.60325,0.60325,0.793751,0.65625,0.3175,0,0.53975
CRW_00148,16S Ribosomal RNA,Gutell Lab CRW,X00921,Mycoplasma capricolum,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
> CRW_00153,16S Ribosomal RNA,Gutell Lab CRW,X56657,Mycobacterium leprae,0.709677,0.516129,0.628571,0.506329,0.667894,0.511206,0.832258,0.806452,0.729032,0.754839,0.748387,0.412903,0.670968,0.708791,0.706215,0.617486,0.63587,0.613757,0.357542,0.590909,0.768048,0.754671,0.670945,0.692806,0.677737,0.384227,0.629667
> CRW_00153,16S Ribosomal RNA,Gutell Lab CRW,X56657,Mycobacterium leprae,0.437037,0.318519,0.385621,0.309353,0.410525,0.313903,0.474074,0.474074,0.488889,0.466667,0.451852,0.325926,0.474074,0.4,0.4,0.415094,0.396226,0.371951,0.26506,0.418301,0.435465,0.435465,0.450483,0.430007,0.40996,0.293922,0.445315
CRW_00155,16S Ribosomal RNA,Gutell Lab CRW,AP003001,Mesorhizobium loti,0.333333,0.42963,0.314685,0.432836,0.323875,0.43123,0.548148,0.533333,0.533333,0.562963,0.340741,0.4,0.540741,0.503401,0.496552,0.473684,0.506667,0.304636,0.325301,0.480263,0.525298,0.514614,0.502624,0.534074,0.322183,0.360722,0.509606
CRW_00156,16S Ribosomal RNA,Gutell Lab CRW,M38242,Micrococcus luteus,0.545455,0.545455,0.461538,0.5,0.501745,0.522233,0.545455,0.545455,0.545455,0.545455,0.545455,0.545455,0.545455,0.461538,0.461538,0.461538,0.4,0.428571,0.4,0.4,0.501745,0.501745,0.501745,0.4671,0.483494,0.4671,0.4671
CRW_00156,16S Ribosomal RNA,Gutell Lab CRW,M38242,Micrococcus luteus,0.666667,0.333333,0.666667,0.444444,0.666667,0.3849,0.583333,0.583333,0.666667,0.666667,1,0.5,0.583333,0.583333,0.583333,0.666667,0.666667,1,0.5,0.583333,0.583333,0.583333,0.666667,0.666667,1,0.5,0.583333
CRW_00157,16S Ribosomal RNA,Gutell Lab CRW,M23943,Mycoplasma mycoides,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CRW_00158,16S Ribosomal RNA,Gutell Lab CRW,M29061,Mycoplasma pneumoniae,0.597701,0.402299,0.641975,0.402299,0.619443,0.402299,0.655172,0.632184,0.528736,0.425287,0.54023,0.252874,0.528736,0.647727,0.611111,0.541176,0.440476,0.552941,0.255814,0.541176,0.651439,0.621558,0.53492,0.432815,0.546549,0.25434,0.53492
CRW_00158,16S Ribosomal RNA,Gutell Lab CRW,M29061,Mycoplasma pneumoniae,0.666667,0.666667,1,1,0.816497,0.816497,0.833333,0.666667,1,1,0.833333,0.666667,0.833333,0.833333,1,1,1,1,1,0.833333,0.833333,0.816497,1,1,0.912871,0.816497,0.833333
CRW_00160,16S Ribosomal RNA,Gutell Lab CRW,X55588,Mycobacterium tuberculosis,0.916667,0.916667,0.647059,0.733333,0.770154,0.819892,0.916667,0.916667,0.916667,0.916667,0.916667,0.416667,0.916667,0.647059,0.647059,0.647059,0.647059,0.647059,0.357143,0.647059,0.770154,0.770154,0.770154,0.770154,0.770154,0.385759,0.770154
CRW_00161,16S Ribosomal RNA,Gutell Lab CRW,AE007009,Mycobacterium tuberculosis CDC1551,0.471014,0.391304,0.439189,0.391304,0.454823,0.391304,0.507246,0.507246,0.463768,0.5,0.485507,0.34058,0.521739,0.451613,0.451613,0.392638,0.43949,0.411043,0.281437,0.473684,0.478622,0.478622,0.426723,0.46877,0.446726,0.309599,0.497131
CRW_00164,16S Ribosomal RNA,Gutell Lab CRW,Z23160,Methylobacterium sp.,0.728261,0.663043,0.663366,0.598039,0.695057,0.629703,0.804348,0.391304,0.826087,0.793478,0.402174,0.413043,0.717391,0.718447,0.352941,0.72381,0.73,0.355769,0.422222,0.647059,0.760185,0.371628,0.773259,0.761077,0.378261,0.417607,0.681318
CRW_00165,16S Ribosomal RNA,Gutell Lab CRW,X80606,Nocardia asteroides,0.671533,0.489051,0.634483,0.475177,0.652745,0.482064,0.810219,0.70073,0.759124,0.708029,0.562044,0.379562,0.80292,0.735099,0.635762,0.666667,0.638158,0.472393,0.311377,0.718954,0.771746,0.667456,0.711395,0.672186,0.515272,0.343783,0.759778
CRW_00165,16S Ribosomal RNA,Gutell Lab CRW,X80606,Nocardia asteroides,0.774194,0.709677,0.8,0.733333,0.786991,0.721408,0.612903,0.548387,0.806452,0.83871,0.612903,0,0.322581,0.612903,0.586207,0.833333,0.866667,0.59375,0,0.333333,0.612903,0.566982,0.819782,0.852574,0.60325,0,0.327913
> CRW_00166,16S Ribosomal RNA,Gutell Lab CRW,X07714,Neisseria gonorrhoeae,0.671053,0.401316,0.662338,0.383648,0.666681,0.392383,0.75,0.703947,0.769737,0.782895,0.618421,0.328947,0.75,0.716981,0.677215,0.696429,0.72561,0.583851,0.297619,0.730769,0.733305,0.690452,0.732166,0.753708,0.600887,0.312891,0.740322
> CRW_00167,16S Ribosomal RNA,Gutell Lab CRW,AE002364,Neisseria meningitidis,0.835526,0.723684,0.74269,0.674847,0.787742,0.698839,0.802632,0.796053,0.855263,0.822368,0.796053,0.256579,0.769737,0.697143,0.691429,0.760234,0.706215,0.711765,0.245283,0.639344,0.74803,0.741899,0.80635,0.762082,0.75273,0.250867,0.701517
CRW_00169,16S Ribosomal RNA,Gutell Lab CRW,X84811,Oscillatoria agardhii,0.577778,0.4,0.506494,0.388489,0.540963,0.394202,0.681481,0.562963,0.607407,0.6,0.437037,0.288889,0.503704,0.578616,0.490323,0.535948,0.522581,0.388158,0.26,0.433121,0.627946,0.525389,0.57056,0.559954,0.411873,0.274064,0.467081
CRW_00169,16S Ribosomal RNA,Gutell Lab CRW,X84811,Oscillatoria agardhii,0.606061,0.727273,0.625,0.774194,0.615458,0.750367,0.606061,0.606061,0.606061,0.606061,0.606061,0.181818,0.606061,0.606061,0.625,0.625,0.606061,0.606061,0.176471,0.555556,0.606061,0.615458,0.615458,0.606061,0.606061,0.179125,0.580259
> CRW_00171,16S Ribosomal RNA,Gutell Lab CRW,AE004501,Pseudomonas aeruginosa,0.706667,0.713333,0.697368,0.677215,0.702002,0.695039,0.813333,0.813333,0.713333,0.673333,0.78,0.46,0.626667,0.739394,0.739394,0.625731,0.594118,0.717791,0.415663,0.556213,0.775483,0.775483,0.668098,0.632487,0.748249,0.43727,0.59039
