contrafold_2 Sens,vienna_2 Sens,contrafold_2 PPV,vienna_2 PPV,contrafold_2 F-score,vienna_2 F-score,eternafold_A Sens,eternafold_B Sens,eternafold_C Sens,eternafold_D Sens,eternafold_E Sens,eternafold_F Sens,eternafold_G Sens,eternafold_A F-score,eternafold_B F-score,eternafold_C F-score,eternafold_D F-score,eternafold_E F-score,eternafold_F F-score,eternafold_G F-score,eternafold_A PPV,eternafold_B PPV,eternafold_C PPV,eternafold_D PPV,eternafold_E PPV,eternafold_F PPV,eternafold_G PPV,Category,Name
0.137931,0.137931,0.111111,0.105263,0.123797,0.120495,0.137931,0.137931,0.137931,0.137931,0.172414,0.275862,0.137931,0.122112,0.123797,0.120495,0.122112,0.148675,0.21009,0.120495,0.108108,0.111111,0.105263,0.108108,0.128205,0.16,0.105263,5s,5s_Fusobacterium-mortiferum-2
0.333333,0.266667,0.25,0.235294,0.288675,0.25049,0.366667,0.333333,0.766667,0.366667,0.333333,0.366667,0.366667,0.30989,0.288675,0.647952,0.306265,0.285133,0.28122,0.313647,0.261905,0.25,0.547619,0.255814,0.243902,0.215686,0.268293,srp,srp_Ther.teng._AE012978
0.864865,0.918919,0.820513,0.918919,0.842397,0.918919,0.918919,0.972973,0.864865,0.918919,0.891892,0.324324,0.945946,0.872943,0.935775,0.842397,0.872943,0.857794,0.290872,0.898619,0.829268,0.9,0.820513,0.829268,0.825,0.26087,0.853659,tmRNA,tmRNA_Ente.faec._BD193796_1-367
0.69697,0.818182,0.676471,0.794118,0.686644,0.80606,0.818182,0.818182,0.69697,0.818182,0.818182,0.424242,0.363636,0.78335,0.80606,0.686644,0.794462,0.80606,0.385337,0.334496,0.75,0.794118,0.676471,0.771429,0.794118,0.35,0.307692,tmRNA,tmRNA_Leuc.mese._CP000414_1-358
0.428571,0.914286,0.441176,0.842105,0.434828,0.877454,0.257143,0.285714,0.914286,0.257143,0.257143,0.314286,0.257143,0.253546,0.294245,0.866131,0.253546,0.237584,0.271213,0.250096,0.25,0.30303,0.820513,0.25,0.219512,0.234043,0.243243,tmRNA,tmRNA_List.inno._TRW-1642-2_1-370
0.666667,0.333333,0.909091,0.37037,0.778499,0.351364,0.566667,0.6,0.766667,0.6,0.633333,0.133333,0.5,0.647179,0.67082,0.793576,0.67082,0.693782,0.131165,0.527046,0.73913,0.75,0.821429,0.75,0.76,0.129032,0.555556,srp,srp_Legi.pneu._AE017354
0.916667,0.833333,0.846154,0.810811,0.880705,0.821995,0.916667,0.916667,0.916667,0.916667,0.888889,0,0.972222,0.880705,0.880705,0.880705,0.880705,0.854017,0,0.934081,0.846154,0.846154,0.846154,0.846154,0.820513,0,0.897436,tmRNA,tmRNA_Gemm.obsc._TRW-214688_1-412
0.233333,0.233333,0.162791,0.166667,0.194896,0.197203,0.233333,0.233333,0.233333,0.233333,0.233333,0.3,0.233333,0.194896,0.194896,0.194896,0.194896,0.194896,0.25662,0.194896,0.162791,0.162791,0.162791,0.162791,0.162791,0.219512,0.162791,tmRNA,tmRNA_Emil.huxl._TRW-280463_1-291
0.677419,0.225806,0.583333,0.205882,0.628618,0.215614,0.516129,0.548387,0.677419,0.483871,0.548387,0.354839,0.516129,0.485741,0.5161,0.628618,0.455382,0.5161,0.304851,0.472431,0.457143,0.485714,0.583333,0.428571,0.485714,0.261905,0.432432,tmRNA,tmRNA_Chlo.tepi._TRW-194439_1-404
0.228571,0.2,0.2,0.189189,0.213809,0.194519,0.228571,0.228571,0.228571,0.228571,0.2,0.342857,0.228571,0.211185,0.211185,0.216532,0.211185,0.191943,0.338061,0.211185,0.195122,0.195122,0.205128,0.195122,0.184211,0.333333,0.195122,5s,5s_uncultured-euryarchaeote-37F11-1
1,0.9375,0.761905,0.810811,0.872872,0.871857,1,1,1,1,1,0.65625,0.90625,0.883452,0.883452,0.883452,0.883452,0.894427,0.572822,0.781788,0.780488,0.780488,0.780488,0.780488,0.8,0.5,0.674419,srp,srp_Stre.muta._AE014879
0.606061,0.666667,0.454545,0.5,0.524864,0.57735,0.666667,0.666667,0.606061,0.666667,0.606061,0.393939,0.666667,0.57735,0.57735,0.524864,0.57735,0.524864,0.341162,0.57735,0.5,0.5,0.454545,0.5,0.454545,0.295455,0.5,tmRNA,tmRNA_uncu.bact._TRW-383630-1_1-364
1,0.969697,0.891892,0.941176,0.9444,0.95533,0.878788,0.878788,1,0.878788,1,0.272727,0.818182,0.85331,0.85331,0.931891,0.841376,0.9444,0.272727,0.78335,0.828571,0.828571,0.868421,0.805556,0.891892,0.272727,0.75,tmRNA,tmRNA_Rhod.balt._BX294141_1-380
0.205882,0.205882,0.194444,0.194444,0.200081,0.200081,0.205882,0.205882,0.558824,0.205882,0.205882,0.205882,0.176471,0.194745,0.194745,0.558824,0.192232,0.197359,0.192232,0.171499,0.184211,0.184211,0.558824,0.179487,0.189189,0.179487,0.166667,tmRNA,tmRNA_Fibr.succ._TRW-59374_1-361
0.9,0.233333,0.870968,0.205882,0.885365,0.219178,0.933333,0.933333,0.933333,0.9,0.9,0.2,0.7,0.864099,0.876714,0.903696,0.845403,0.885365,0.185164,0.657535,0.8,0.823529,0.875,0.794118,0.870968,0.171429,0.617647,5s,5s_Mycoplasma-flocculare-1
0.766667,0.833333,0.605263,0.641026,0.681201,0.730882,0.9,0.9,0.833333,0.9,0.833333,0.5,0.833333,0.779423,0.779423,0.730882,0.779423,0.730882,0.484123,0.704295,0.675,0.675,0.641026,0.675,0.641026,0.46875,0.595238,grp1,grp1_a.I1.e.C.ellipsoidea.IAMC-87.C1.SSU.1506
0.777778,0.703704,0.75,0.730769,0.763763,0.717109,0.851852,0.814815,0.814815,0.851852,0.851852,0.481481,0.703704,0.808138,0.786216,0.773001,0.808138,0.808138,0.472805,0.679005,0.766667,0.758621,0.733333,0.766667,0.766667,0.464286,0.655172,tRNA,tRNA_tdbR00000613-Nanoarchaeum_equitans-160232-Glu-CUC
0.285714,0.285714,0.263158,0.285714,0.274204,0.285714,0.285714,0.285714,0.285714,0.285714,0.285714,0.285714,0.285714,0.251976,0.254824,0.26082,0.251976,0.270666,0.263981,0.254824,0.222222,0.227273,0.238095,0.222222,0.25641,0.243902,0.227273,tmRNA,tmRNA_Prop.acne._AE017283_1-371
0.515152,0.515152,0.425,0.515152,0.46791,0.515152,0.515152,0.515152,0.515152,0.515152,0.515152,0.363636,0.515152,0.451292,0.462168,0.46791,0.451292,0.462168,0.298419,0.451292,0.395349,0.414634,0.425,0.395349,0.414634,0.244898,0.395349,tmRNA,tmRNA_envi.sequ._TRW-356-1_1-289
0.7,0.742857,0.289941,0.304094,0.450509,0.475288,0.757143,0.728571,0.728571,0.757143,0.671429,0.542857,0.757143,0.46956,0.456889,0.455611,0.470856,0.424649,0.359066,0.472161,0.291209,0.286517,0.284916,0.292818,0.268571,0.2375,0.294444,5s,5s_Methanocaldococcus-jannaschii-1
0.805195,0.779221,0.78481,0.697674,0.794937,0.737321,0.831169,0.831169,0.831169,0.831169,0.766234,0.649351,0.766234,0.786476,0.781943,0.795784,0.791089,0.704833,0.633115,0.697213,0.744186,0.735632,0.761905,0.752941,0.648352,0.617284,0.634409,tmRNA,tmRNA_Myco.pulm._AL445565_1-387
0.493827,0.45679,0.493827,0.4625,0.493827,0.459636,0.592593,0.567901,0.617284,0.592593,0.481481,0.407407,0.617284,0.592593,0.571439,0.613508,0.588968,0.464582,0.390868,0.617284,0.592593,0.575,0.609756,0.585366,0.448276,0.375,0.617284,srp,srp_Ther.elon._BA000039
0.522222,0.655556,0.209821,0.256522,0.331018,0.410079,0.677778,0.677778,0.566667,0.655556,0.522222,0.344444,0.644444,0.415053,0.416793,0.35681,0.402283,0.326673,0.249159,0.395465,0.254167,0.256303,0.22467,0.246862,0.204348,0.180233,0.242678,5s,5s_Zymomonas-mobilis-1
0.789474,0.868421,0.731707,0.804878,0.760042,0.836046,0.75,0.671053,0.671053,0.684211,0.776316,0.592105,0.684211,0.73101,0.654061,0.650012,0.658703,0.751974,0.559882,0.658703,0.7125,0.6375,0.62963,0.634146,0.728395,0.529412,0.634146,srp,srp_Trop.whip._AE016852
0.216667,0.2,0.147727,0.142857,0.178907,0.169031,0.2,0.266667,0.216667,0.2,0.2,0.316667,0.266667,0.161515,0.225374,0.175933,0.161515,0.165145,0.31406,0.221455,0.130435,0.190476,0.142857,0.130435,0.136364,0.311475,0.183908,5s,5s_Ehrlichia-chaffeensis-1
0.439394,0.363636,0.207143,0.137143,0.301691,0.223316,0.530303,0.575758,0.530303,0.530303,0.242424,0.181818,0.575758,0.339534,0.369787,0.341663,0.339534,0.160806,0.138343,0.367497,0.217391,0.2375,0.220126,0.217391,0.106667,0.105263,0.234568,tmRNA,tmRNA_Ther.comm._TRW-289377_1-355
0.222222,0.301587,0.0933333,0.115152,0.144016,0.186355,0.31746,0.206349,0.222222,0.31746,0.206349,0.269841,0.412698,0.197363,0.132412,0.13901,0.196163,0.132847,0.185023,0.256572,0.122699,0.0849673,0.0869565,0.121212,0.0855263,0.126866,0.159509,5s,5s_Nadsonia-fulvescens-1
0.357143,0.357143,0.154321,0.162338,0.234765,0.240786,0.357143,0.357143,0.357143,0.357143,0.357143,0.2,0.357143,0.229175,0.233329,0.229852,0.229175,0.232621,0.165683,0.230535,0.147059,0.152439,0.147929,0.147059,0.151515,0.137255,0.14881,5s,5s_Mycoplasma-pneumoniae-1
0.204819,0.301205,0.145299,0.189394,0.172511,0.238844,0.120482,0.120482,0.313253,0.120482,0.313253,0.216867,0.120482,0.0908416,0.0908416,0.235383,0.0908416,0.235383,0.200607,0.0908416,0.0684932,0.0684932,0.176871,0.0684932,0.176871,0.185567,0.0684932,srp,srp_Pyro.hori._BA000001
0.803922,0.617647,0.602941,0.446809,0.696217,0.525329,0.813725,0.813725,0.852941,0.813725,0.852941,0.45098,0.72549,0.707312,0.704707,0.730654,0.707312,0.733297,0.373134,0.614876,0.614815,0.610294,0.625899,0.614815,0.630435,0.308725,0.521127,telomerase,telomerase_AF221911.104-513
0.581967,0.606557,0.572581,0.616667,0.577255,0.611591,0.565574,0.565574,0.557377,0.590164,0.557377,0.401639,0.557377,0.552159,0.552159,0.52791,0.563119,0.539955,0.370978,0.53789,0.539062,0.539062,0.5,0.537313,0.523077,0.342657,0.519084,5s,5s_Methanolobus-tindarius-2
0.728,0.592,0.7,0.569231,0.713863,0.580504,0.672,0.608,0.672,0.872,0.728,0.568,0.84,0.651476,0.589431,0.653939,0.842208,0.711133,0.534803,0.805313,0.631579,0.571429,0.636364,0.813433,0.694656,0.503546,0.772059,srp,srp_Meth.volt._M22560
0.557692,0.451923,0.610526,0.479592,0.583511,0.465552,0.730769,0.721154,0.567308,0.807692,0.788462,0.403846,0.759615,0.756678,0.746722,0.587421,0.815572,0.79228,0.401918,0.763294,0.783505,0.773196,0.608247,0.823529,0.796117,0.4,0.76699,grp1,grp1_a.I1.e.L.dispersa.UNK.SSU.789
0.585106,0.56383,0.561224,0.595506,0.573041,0.579452,0.351064,0.531915,0.585106,0.606383,0.276596,0.382979,0.404255,0.340369,0.513152,0.57014,0.58791,0.252273,0.347765,0.38619,0.33,0.49505,0.555556,0.57,0.230088,0.315789,0.368932,tmRNA,tmRNA_Myco.mobi._TRW-267748_1-376
0.477612,0.485075,0.467153,0.442177,0.472354,0.46313,0.455224,0.462687,0.477612,0.477612,0.477612,0.246269,0.455224,0.442215,0.449465,0.449924,0.46073,0.463963,0.240934,0.445362,0.429577,0.43662,0.423841,0.444444,0.450704,0.235714,0.435714,tmRNA,tmRNA_Idio.loih._AE017340_1-359
0.592857,0.471429,0.525316,0.455172,0.558066,0.463229,0.6,0.6,0.557143,0.6,0.6,0.314286,0.585714,0.573944,0.575829,0.534698,0.577732,0.559503,0.301625,0.558457,0.54902,0.552632,0.513158,0.556291,0.521739,0.289474,0.532468,tmRNA,tmRNA_Neph.oliv._AF137379-2_1-327
0.436242,0.228188,0.40625,0.196532,0.420979,0.211769,0.496644,0.469799,0.442953,0.536913,0.543624,0.315436,0.456376,0.464958,0.439826,0.420929,0.501186,0.503057,0.283086,0.433684,0.435294,0.411765,0.4,0.467836,0.465517,0.254054,0.412121,srp,srp_Trit.aest._CJ679223
0.432836,0.686567,0.386667,0.621622,0.409101,0.653288,0.373134,0.358209,0.455224,0.395522,0.402985,0.365672,0.223881,0.346938,0.33523,0.433158,0.375086,0.367645,0.314633,0.20299,0.322581,0.313725,0.412162,0.355705,0.335404,0.270718,0.184049,srp,srp_Cryp.homi._GSP-353151
0.88,0.746667,0.758621,0.622222,0.81706,0.68161,0.8,0.8,0.88,0.8,0.866667,0.706667,0.733333,0.710819,0.71459,0.7989,0.707107,0.762074,0.597243,0.635085,0.631579,0.638298,0.725275,0.625,0.670103,0.504762,0.55,srp,srp_Perk.mari._GSP-31276
0.59375,0.5,0.413043,0.380952,0.495221,0.436436,0.5,0.546875,0.5625,0.484375,0.484375,0.484375,0.515625,0.406139,0.446521,0.45,0.381815,0.381815,0.3875,0.4125,0.329897,0.364583,0.36,0.300971,0.300971,0.31,0.33,srp,srp_Gald.sulp._GSP-130081
0.61194,0.552239,0.506173,0.45679,0.55655,0.502252,0.716418,0.835821,0.626866,0.597015,0.626866,0.537313,0.641791,0.647585,0.760165,0.556548,0.533191,0.570124,0.485688,0.580128,0.585366,0.691358,0.494118,0.47619,0.518519,0.439024,0.52439,RNaseP,RNaseP_T.delbrueckii
0.53125,0.84375,0.453333,0.683544,0.490748,0.759434,0.5625,0.5625,0.53125,0.546875,0.53125,0.53125,0.84375,0.519615,0.509524,0.469334,0.501847,0.481217,0.443093,0.774278,0.48,0.461538,0.414634,0.460526,0.435897,0.369565,0.710526,srp,srp_Caen.eleg._AY948606
0.706294,0.622378,0.651613,0.585526,0.678403,0.603671,0.657343,0.657343,0.643357,0.65035,0.496503,0.244755,0.531469,0.601121,0.595916,0.598933,0.594726,0.462219,0.208529,0.48888,0.549708,0.54023,0.557576,0.54386,0.430303,0.177665,0.449704,RNaseP,RNaseP_Dermocarpa-PCC7437
0.741935,0.782258,0.442308,0.480198,0.572856,0.612894,0.733871,0.790323,0.741935,0.733871,0.741935,0.354839,0.725806,0.562587,0.610216,0.571483,0.559939,0.562147,0.258859,0.553786,0.43128,0.471154,0.440191,0.42723,0.425926,0.188841,0.422535,srp,srp_Brug.mala._GSP-6279
0.510949,0.788321,0.460526,0.739726,0.485083,0.763637,0.547445,0.554745,0.532847,0.554745,0.467153,0.467153,0.751825,0.52145,0.52154,0.502577,0.52154,0.452525,0.442053,0.709115,0.496689,0.490323,0.474026,0.490323,0.438356,0.418301,0.668831,tmRNA,tmRNA_Xyle.fast._TRW-155920_1-355
0.516667,0.516667,0.442857,0.455882,0.47834,0.485324,0.725,0.625,0.541667,0.541667,0.458333,0.466667,0.516667,0.664142,0.578637,0.492764,0.487744,0.424334,0.426007,0.465233,0.608392,0.535714,0.448276,0.439189,0.392857,0.388889,0.418919,telomerase,telomerase_AY058901.1-397
0.916667,0.871212,0.896296,0.845588,0.906424,0.858304,0.765152,0.833333,0.825758,0.765152,0.795455,0.590909,0.780303,0.732577,0.7951,0.787872,0.732577,0.751227,0.558055,0.741948,0.701389,0.758621,0.751724,0.701389,0.709459,0.527027,0.705479,5s,5s_Taphrina-deformans-1
0.821138,0.788618,0.841667,0.836207,0.831339,0.812064,0.886179,0.894309,0.804878,0.886179,0.837398,0.691057,0.861789,0.872112,0.880113,0.804878,0.865325,0.834015,0.68278,0.848109,0.858268,0.866142,0.804878,0.844961,0.830645,0.674603,0.834646,srp,srp_Camp.jeju._CP000538
0.803279,0.786885,0.830508,0.793388,0.81678,0.79013,0.860656,0.868852,0.795082,0.868852,0.877049,0.57377,0.877049,0.846884,0.848244,0.767284,0.848244,0.843173,0.555836,0.849635,0.833333,0.828125,0.740458,0.828125,0.810606,0.538462,0.823077,tRNA,tRNA_tdbR00000019-Mycoplasma_capricolum-2095-Cys-GCA
0.645669,0.614173,0.635659,0.586466,0.640644,0.60016,0.629921,0.598425,0.637795,0.677165,0.622047,0.464567,0.480315,0.608721,0.57408,0.627983,0.649616,0.590358,0.447291,0.472925,0.588235,0.550725,0.618321,0.623188,0.560284,0.430657,0.465649,tmRNA,tmRNA_Thio.crun._CP000109_1-358
0.47,0.52,0.38843,0.468468,0.427273,0.493562,0.46,0.46,0.47,0.54,0.6,0.38,0.46,0.414768,0.413092,0.420381,0.49923,0.5547,0.339882,0.413092,0.373984,0.370968,0.376,0.461538,0.512821,0.304,0.370968,tmRNA,tmRNA_Azoa.spec._TRW-62928_1-378
0.47541,0.491803,0.358025,0.394737,0.412564,0.440605,0.377049,0.377049,0.409836,0.377049,0.377049,0.42623,0.393443,0.319413,0.319413,0.347189,0.319413,0.319413,0.347068,0.329448,0.270588,0.270588,0.294118,0.270588,0.270588,0.282609,0.275862,tmRNA,tmRNA_uncu.bact._TRW-45456_1-408
0.466667,0.5,0.4375,0.5,0.451848,0.5,0.533333,0.5,0.533333,0.533333,0.55,0.383333,0.533333,0.500979,0.466253,0.51241,0.500979,0.516635,0.342864,0.500979,0.470588,0.434783,0.492308,0.470588,0.485294,0.306667,0.470588,tmRNA,tmRNA_Laws.intr._AM180252_1-376
0.1,0.32,0.0806452,0.25,0.0898027,0.282843,0.22,0.28,0.08,0.1,0.1,0,0.2,0.197566,0.251447,0.0696311,0.0870388,0.0851257,0,0.162221,0.177419,0.225806,0.0606061,0.0757576,0.0724638,0,0.131579,srp,srp_Mono.brev._GSP-81824
0.42623,0.42623,0.356164,0.342105,0.389625,0.381858,0.327869,0.360656,0.409836,0.344262,0.42623,0.295082,0.245902,0.29768,0.329683,0.36961,0.310473,0.374537,0.252969,0.21746,0.27027,0.30137,0.333333,0.28,0.329114,0.216867,0.192308,srp,srp_Medi.trun._CT485797
0.101695,0,0.09375,0,0.0976417,0,0.288136,0.220339,0.101695,0.271186,0.288136,0.186441,0.305085,0.26266,0.196744,0.090805,0.243799,0.252219,0.157191,0.263653,0.239437,0.175676,0.0810811,0.219178,0.220779,0.13253,0.227848,RNaseP,RNaseP_S.cerevisiae
0.25,0.105263,0.204301,0.0941176,0.225998,0.0995344,0.302632,0.302632,0.131579,0.236842,0.236842,0.381579,0.223684,0.267877,0.273577,0.116468,0.214103,0.207514,0.299943,0.190304,0.237113,0.247312,0.103093,0.193548,0.181818,0.235772,0.161905,tmRNA,tmRNA_Mari.aqua._TRW-351348_1-366
0.2,0.133333,0.176471,0.09375,0.187868,0.111803,0.333333,0.333333,0.2,0.333333,0.244444,0.133333,0.155556,0.27735,0.27735,0.174667,0.288675,0.213482,0.106149,0.12943,0.230769,0.230769,0.152542,0.25,0.186441,0.084507,0.107692,RNaseP,RNaseP_SL2D
0.61157,0.528926,0.564885,0.484848,0.587764,0.506408,0.520661,0.528926,0.61157,0.644628,0.628099,0.247934,0.504132,0.494761,0.498905,0.5706,0.612561,0.590284,0.227273,0.470359,0.470149,0.470588,0.532374,0.58209,0.554745,0.208333,0.438849,srp,srp_Baci.anth._AE017334
0.72973,0.445946,0.6,0.385965,0.661693,0.414873,0.668919,0.702703,0.722973,0.675676,0.668919,0.277027,0.662162,0.60156,0.637186,0.661099,0.607636,0.60321,0.246452,0.597117,0.540984,0.577778,0.60452,0.546448,0.543956,0.219251,0.538462,tmRNA,tmRNA_Heli.pylo._TRW-85962_1-386
0.640351,0.403509,0.618644,0.4,0.629404,0.401751,0.649123,0.640351,0.622807,0.640351,0.692982,0.298246,0.596491,0.598725,0.604318,0.568127,0.59285,0.669876,0.283688,0.569641,0.552239,0.570312,0.518248,0.548872,0.647541,0.269841,0.544,16s,16s_P.occultum
0.73913,0.608696,0.817308,0.569106,0.777237,0.588568,0.765217,0.721739,0.817391,0.843478,0.530435,0.391304,0.704348,0.778883,0.734628,0.787169,0.829181,0.525882,0.383065,0.710554,0.792793,0.747748,0.758065,0.815126,0.521368,0.375,0.716814,tmRNA,tmRNA_Shew.frig._CP000447_1-356
0.537037,0.824074,0.513274,0.717742,0.525021,0.769073,0.814815,0.814815,0.731481,0.814815,0.796296,0.324074,0.703704,0.773001,0.773001,0.691071,0.773001,0.734319,0.31136,0.681951,0.733333,0.733333,0.652893,0.733333,0.677165,0.299145,0.66087,tmRNA,tmRNA_Chlo.chlo._CP000108_1-401
0.81,0.69,0.648,0.552,0.724486,0.617155,0.82,0.82,0.79,0.86,0.71,0.49,0.8,0.705743,0.708372,0.674942,0.74017,0.615648,0.409758,0.693688,0.607407,0.61194,0.576642,0.637037,0.533835,0.342657,0.601504,tmRNA,tmRNA_Pelo.carb._CP000142_1-358
0.447368,0.596491,0.386364,0.523077,0.415749,0.558579,0.394737,0.535088,0.438596,0.429825,0.473684,0.245614,0.342105,0.347617,0.479439,0.391606,0.386487,0.435286,0.22405,0.300249,0.306122,0.429577,0.34965,0.347518,0.4,0.20438,0.263514,srp,srp_Cand.glab._CR380957
0.446602,0.398058,0.389831,0.341667,0.417252,0.368786,0.339806,0.446602,0.368932,0.349515,0.368932,0.242718,0.378641,0.310955,0.41376,0.334896,0.322472,0.337608,0.221213,0.356794,0.284553,0.383333,0.304,0.297521,0.308943,0.201613,0.336207,tmRNA,tmRNA_Neis.meni._TRW-122586_1-363
0.598131,0.560748,0.447552,0.461538,0.517392,0.50873,0.672897,0.747664,0.700935,0.672897,0.691589,0.28972,0.607477,0.564571,0.642265,0.602123,0.562723,0.594095,0.234734,0.503106,0.473684,0.551724,0.517241,0.470588,0.510345,0.190184,0.416667,grp1,grp1_a.I1.e.P.pachydermus.C1.SSU.943
0.677966,0.601695,0.606061,0.510791,0.641006,0.554383,0.635593,0.635593,0.669492,0.627119,0.627119,0.381356,0.686441,0.596441,0.596441,0.61908,0.590697,0.588489,0.347638,0.612933,0.559701,0.559701,0.572464,0.556391,0.552239,0.316901,0.547297,srp,srp_Legi.pneu._CR628337
0.636364,0.712121,0.56,0.618421,0.596962,0.663619,0.621212,0.621212,0.621212,0.621212,0.727273,0.484848,0.606061,0.567804,0.567804,0.571432,0.571432,0.677739,0.429772,0.557495,0.518987,0.518987,0.525641,0.525641,0.631579,0.380952,0.512821,grp1,grp1_a.I1.e.C.botrytis.C1.SSU.1506
0.824561,0.824561,0.824561,0.839286,0.824561,0.831891,0.859649,0.859649,0.807018,0.859649,0.859649,0.631579,0.859649,0.837882,0.844953,0.767627,0.837882,0.844953,0.561952,0.852206,0.816667,0.830508,0.730159,0.816667,0.830508,0.5,0.844828,tmRNA,tmRNA_Leif.xyli._AE016822_1-394
0.688312,0.727273,0.609195,0.658824,0.647546,0.692203,0.701299,0.675325,0.558442,0.675325,0.558442,0.311688,0.701299,0.631374,0.617823,0.531513,0.617823,0.508138,0.277703,0.638127,0.568421,0.565217,0.505882,0.565217,0.462366,0.247423,0.580645,srp,srp_Heli.pylo._AE000511
0.746269,0.746269,0.704225,0.666667,0.724942,0.705346,0.701493,0.716418,0.731343,0.716418,0.731343,0.477612,0.373134,0.672046,0.672662,0.705493,0.686345,0.705493,0.426553,0.343628,0.643836,0.631579,0.680556,0.657534,0.680556,0.380952,0.316456,srp,srp_Ther.acid._AL445063
0.626866,0.567164,0.583333,0.535211,0.604708,0.550956,0.597015,0.61194,0.641791,0.61194,0.761194,0.238806,0.268657,0.571954,0.567151,0.614851,0.594453,0.724297,0.207199,0.244339,0.547945,0.525641,0.589041,0.577465,0.689189,0.179775,0.222222,srp,srp_Para.bras._GSP-121759
0.449438,0.348315,0.430108,0.284404,0.439667,0.314741,0.561798,0.359551,0.595506,0.52809,0.337079,0.280899,0.404494,0.507647,0.331025,0.538106,0.472869,0.307422,0.251526,0.360577,0.458716,0.304762,0.486239,0.423423,0.280374,0.225225,0.321429,grp1,grp1_a.I1.e.S.paniceum.UNK.SSU.1506
0.705882,0.731092,0.591549,0.664122,0.646192,0.696803,0.798319,0.798319,0.798319,0.798319,0.806723,0.613445,0.798319,0.718276,0.718276,0.708699,0.711057,0.711463,0.530702,0.713439,0.646259,0.646259,0.629139,0.633333,0.627451,0.459119,0.637584,srp,srp_Schi.pomb._M20836
0.762295,0.778689,0.726562,0.748031,0.744214,0.763206,0.754098,0.754098,0.811475,0.811475,0.672131,0.303279,0.663934,0.736212,0.747992,0.768574,0.771415,0.664017,0.292676,0.655919,0.71875,0.741935,0.727941,0.733333,0.656,0.282443,0.648,srp,srp_Meth.ther._X15364
0.755245,0.657343,0.639053,0.508108,0.694724,0.577928,0.769231,0.72028,0.755245,0.706294,0.664336,0.398601,0.699301,0.691414,0.647415,0.67504,0.638461,0.593785,0.35528,0.614818,0.621469,0.581921,0.603352,0.577143,0.530726,0.316667,0.540541,grp1,grp1_a.I1.e.L.dispersa.UNK.SSU.1516
0.615385,0.446154,0.519481,0.386667,0.565403,0.415347,0.538462,0.353846,0.630769,0.630769,0.4,0.0923077,0.615385,0.504656,0.336205,0.565047,0.572155,0.365148,0.107417,0.588809,0.472973,0.319444,0.506173,0.518987,0.333333,0.125,0.56338,tmRNA,tmRNA_Fran.spec._TRW-298653_1-375
0.783019,0.584906,0.549669,0.344444,0.65605,0.448851,0.867925,0.858491,0.801887,0.839623,0.59434,0.198113,0.735849,0.699908,0.698761,0.615361,0.670939,0.519015,0.288457,0.61858,0.564417,0.56875,0.472222,0.536145,0.453237,0.42,0.52,tmRNA,tmRNA_envi.sequ._TRW-32045-1_1-355
0.865385,0.798077,0.947368,0.798077,0.905449,0.798077,0.865385,0.807692,0.903846,0.865385,0.817308,0.336538,0.798077,0.861254,0.823688,0.912664,0.857182,0.837693,0.419289,0.790512,0.857143,0.84,0.921569,0.849057,0.858586,0.522388,0.783019,tmRNA,tmRNA_Stap.aure._TRW-1280_1-362
0.842697,0.741573,0.465839,0.372881,0.626547,0.52585,0.842697,0.842697,0.786517,0.853933,0.41573,0.0561798,0.370787,0.611537,0.676748,0.590302,0.607243,0.373947,0.12159,0.307981,0.443787,0.543478,0.443038,0.431818,0.336364,0.263158,0.255814,5s,5s_Rickettsia-conorii-1
0.439189,0.608108,0.451389,0.666667,0.445247,0.636715,0.533784,0.52027,0.385135,0.628378,0.378378,0.175676,0.466216,0.537428,0.563864,0.372748,0.608168,0.415054,0.296375,0.489966,0.541096,0.611111,0.360759,0.588608,0.455285,0.5,0.514925,tmRNA,tmRNA_Odon.sine._TRW-2839_1-371
0.748691,0.73822,0.772973,0.708543,0.760735,0.723229,0.65445,0.581152,0.759162,0.753927,0.47644,0.125654,0.591623,0.672286,0.627169,0.743746,0.738617,0.562555,0.245589,0.627101,0.690608,0.676829,0.728643,0.723618,0.664234,0.48,0.664706,5s,5s_Mycoplasma-penetrans-1
0.644444,0.655556,0.333333,0.331461,0.463481,0.466145,0.511111,0.588889,0.633333,0.544444,0.622222,0.311111,0.511111,0.347231,0.403185,0.428075,0.368932,0.436356,0.311111,0.353637,0.235897,0.276042,0.28934,0.25,0.306011,0.311111,0.244681,5s,5s_Dictyostelium-discoideum-1
0.534091,0.204545,0.309211,0.107784,0.406383,0.148481,0.522727,0.329545,0.488636,0.522727,0.363636,0.159091,0.511364,0.382908,0.245939,0.345518,0.379453,0.271382,0.177116,0.380428,0.280488,0.183544,0.244318,0.275449,0.202532,0.197183,0.283019,tmRNA,tmRNA_Myco.gall._AE015450_1-408
0.666667,0.651515,0.458333,0.40566,0.552771,0.514095,0.787879,0.727273,0.69697,0.742424,0.681818,0.439394,0.454545,0.636899,0.590839,0.557914,0.588613,0.587145,0.401618,0.369274,0.514851,0.48,0.446602,0.466667,0.505618,0.367089,0.3,tmRNA,tmRNA_Chla.pneu._TRW-83558_1-426
